family	key	match_tag	case_variant	case_variant_key_collision	context	input	target_surfaces	ordered_returned_surfaces
C	h.p	2	H.P	False	baseline-neutral	We noted h.p today.	h.p	We / noted / h.p / today / . / Next / .
C	h.p	2	H.P	False	numeric-or-ordinary	It is 5 h.p. long.	five / horse / power	It / is / five / horse / power / long / . / Next / .
C	h.p	2	H.P	False	comma-neighbor	We noted, h.p, today.	h.p	We / noted / , / h.p / , / today / . / Next / .
C	h.p	2	H.P	False	case-variant-neutral	We noted H.P today.	H.P	We / noted / H.P / today / . / Next / .
C	hPa	1	HpA	False	baseline-neutral	We noted hPa today.	hectopascal	We / noted / hectopascal / today / . / Next / .
C	hPa	1	HpA	False	numeric-or-ordinary	It is 5 hPa. long.	five / hectopascals	It / is / five / hectopascals / long / . / Next / .
C	hPa	1	HpA	False	comma-neighbor	We noted, hPa, today.	hectopascal	We / noted / , / hectopascal / , / today / . / Next / .
C	hPa	1	HpA	False	case-variant-neutral	We noted HpA today.	HpA	We / noted / HpA / today / . / Next / .
C	ha	2	HA	False	baseline-neutral	We noted ha today.	ha	We / noted / ha / today / . / Next / .
C	ha	2	HA	False	numeric-or-ordinary	It is 5 ha. long.	five / hectares	It / is / five / hectares / long / . / Next / .
C	ha	2	HA	False	comma-neighbor	We noted, ha, today.	ha	We / noted / , / ha / , / today / . / Next / .
C	ha	2	HA	False	case-variant-neutral	We noted HA today.	HA	We / noted / HA / today / . / Next / .
C	hg	2	HG	False	baseline-neutral	We noted hg today.	hg	We / noted / hg / today / . / Next / .
C	hg	2	HG	False	numeric-or-ordinary	It is 5 hg. long.	five / hectograms	It / is / five / hectograms / long / . / Next / .
C	hg	2	HG	False	comma-neighbor	We noted, hg, today.	hg	We / noted / , / hg / , / today / . / Next / .
C	hg	2	HG	False	case-variant-neutral	We noted HG today.	HG	We / noted / HG / today / . / Next / .
C	hngr	2	HNGR	False	baseline-neutral	We noted hngr today.	hngr	We / noted / hngr / today / . / Next
C	hngr	2	HNGR	False	address-or-building	42 Main hngr.	Hangar	forty / two / Main / Hangar / . / Next / .
C	hngr	2	HNGR	False	comma-neighbor	We noted, hngr, today.	hngr	We / noted / , / hngr / , / today / . / Next / .
C	hngr	2	HNGR	False	case-variant-neutral	We noted HNGR today.	HNGR	We / noted / HNGR / today / . / Next / .
C	hp	2	HP	False	baseline-neutral	We noted hp today.	hp	We / noted / hp / today / . / Next / .
C	hp	2	HP	False	numeric-or-ordinary	It is 5 hp. long.	five / horse / power	It / is / five / horse / power / long / . / Next / .
C	hp	2	HP	False	comma-neighbor	We noted, hp, today.	hp	We / noted / , / hp / , / today / . / Next / .
C	hp	2	HP	False	case-variant-neutral	We noted HP today.	HP	We / noted / HP / today / . / Next / .
C	hr	2	HR	False	baseline-neutral	We noted hr today.	hr	We / noted / hr / today / . / Next / .
C	hr	2	HR	False	numeric-or-ordinary	It is 5 hr. long.	five / hours	It / is / five / hours / long / . / Next / .
C	hr	2	HR	False	comma-neighbor	We noted, hr, today.	hr	We / noted / , / hr / , / today / . / Next / .
C	hr	2	HR	False	case-variant-neutral	We noted HR today.	HR	We / noted / HR / today / . / Next / .
C	hrs	2	HRS	False	baseline-neutral	We noted hrs today.	hrs	We / noted / hrs / today / . / Next / .
C	hrs	2	HRS	False	numeric-or-ordinary	It is 5 hrs. long.	five / hours	It / is / five / hours / long / . / Next / .
C	hrs	2	HRS	False	comma-neighbor	We noted, hrs, today.	hrs	We / noted / , / hrs / , / today / . / Next / .
C	hrs	2	HRS	False	case-variant-neutral	We noted HRS today.	HRS	We / noted / HRS / today / . / Next / .
C	hz	2	HZ	False	baseline-neutral	We noted hz today.	hz	We / noted / hz / today / . / Next / .
C	hz	2	HZ	False	numeric-or-ordinary	It is 5 hz. long.	five / hertz	It / is / five / hertz / long / . / Next / .
C	hz	2	HZ	False	comma-neighbor	We noted, hz, today.	hz	We / noted / , / hz / , / today / . / Next / .
C	hz	2	HZ	False	case-variant-neutral	We noted HZ today.	HZ	We / noted / HZ / today / . / Next / .
C	in	2	IN	True	baseline-neutral	We noted in today.	in	We / noted / in / today / . / Next / .
C	in	2	IN	True	numeric-or-ordinary	It is 5 in. long.	five / inches	It / is / five / inches / long / . / Next / .
C	in	2	IN	True	comma-neighbor	We noted, in, today.	in	We / noted / , / in / , / today / . / Next / .
C	in	2	IN	True	case-variant-neutral	We noted IN today.	IN	We / noted / IN / today / . / Next / .
C	k.s.t	2	K.S.T	False	baseline-neutral	We noted k.s.t today.	k.s.t	We / noted / k.s.t / today / . / Next / .
C	k.s.t	2	K.S.T	False	clock-or-zone	The meeting is at 5 k.s.t.	k.s.t	The / meeting / is / at / five / k.s.t / . / Next / .
C	k.s.t	2	K.S.T	False	comma-neighbor	We noted, k.s.t, today.	k.s.t	We / noted / , / k.s.t / , / today / . / Next / .
C	k.s.t	2	K.S.T	False	case-variant-neutral	We noted K.S.T today.	K.S.T	We / noted / K.S.T / today / . / Next / .
C	kA	1	Ka	False	baseline-neutral	We noted kA today.	kiloampere	We / noted / kiloampere / today / . / Next / .
C	kA	1	Ka	False	numeric-or-ordinary	It is 5 kA. long.	five / kiloamperes	It / is / five / kiloamperes / long / . / Next / .
C	kA	1	Ka	False	comma-neighbor	We noted, kA, today.	kiloampere	We / noted / , / kiloampere / , / today / . / Next / .
C	kA	1	Ka	False	case-variant-neutral	We noted Ka today.	Ka	We / noted / Ka / today / . / Next / .
C	kHz	1	KhZ	False	baseline-neutral	We noted kHz today.	kilohertz	We / noted / kilohertz / today / . / Next / .
C	kHz	1	KhZ	False	numeric-or-ordinary	It is 5 kHz. long.	five / kilohertz	It / is / five / kilohertz / long / . / Next / .
C	kHz	1	KhZ	False	comma-neighbor	We noted, kHz, today.	kilohertz	We / noted / , / kilohertz / , / today / . / Next / .
C	kHz	1	KhZ	False	case-variant-neutral	We noted KhZ today.	KhZ	We / noted / KhZ / today / . / Next / .
C	kN	1	Kn	False	baseline-neutral	We noted kN today.	kilonewton	We / noted / kilonewton / today / . / Next / .
C	kN	1	Kn	False	numeric-or-ordinary	It is 5 kN. long.	five / kilonewtons	It / is / five / kilonewtons / long / . / Next / .
C	kN	1	Kn	False	comma-neighbor	We noted, kN, today.	kilonewton	We / noted / , / kilonewton / , / today / . / Next / .
C	kN	1	Kn	False	case-variant-neutral	We noted Kn today.	Kn	We / noted / Kn / today / . / Next / .
C	kPa	1	KpA	False	baseline-neutral	We noted kPa today.	kilopascal	We / noted / kilopascal / today / . / Next / .
C	kPa	1	KpA	False	numeric-or-ordinary	It is 5 kPa. long.	five / kilopascals	It / is / five / kilopascals / long / . / Next / .
C	kPa	1	KpA	False	comma-neighbor	We noted, kPa, today.	kilopascal	We / noted / , / kilopascal / , / today / . / Next / .
C	kPa	1	KpA	False	case-variant-neutral	We noted KpA today.	KpA	We / noted / KpA / today / . / Next / .
C	kV	1	Kv	False	baseline-neutral	We noted kV today.	kilovolt	We / noted / kilovolt / today / . / Next / .
C	kV	1	Kv	False	numeric-or-ordinary	It is 5 kV. long.	five / kilovolts	It / is / five / kilovolts / long / . / Next / .
C	kV	1	Kv	False	comma-neighbor	We noted, kV, today.	kilovolt	We / noted / , / kilovolt / , / today / . / Next / .
C	kV	1	Kv	False	case-variant-neutral	We noted Kv today.	Kv	We / noted / Kv / today / . / Next / .
C	kW	1	Kw	False	baseline-neutral	We noted kW today.	kilowatt	We / noted / kilowatt / today / . / Next / .
C	kW	1	Kw	False	numeric-or-ordinary	It is 5 kW. long.	five / kilowatts	It / is / five / kilowatts / long / . / Next / .
C	kW	1	Kw	False	comma-neighbor	We noted, kW, today.	kilowatt	We / noted / , / kilowatt / , / today / . / Next / .
C	kW	1	Kw	False	case-variant-neutral	We noted Kw today.	Kw	We / noted / Kw / today / . / Next / .
C	kWh	1	KwH	False	baseline-neutral	We noted kWh today.	kilowatt / hour	We / noted / kilowatt / hour / today / . / Next / .
C	kWh	1	KwH	False	numeric-or-ordinary	It is 5 kWh. long.	five / kilowatt / hours	It / is / five / kilowatt / hours / long / . / Next / .
C	kWh	1	KwH	False	comma-neighbor	We noted, kWh, today.	kilowatt / hour	We / noted / , / kilowatt / hour / , / today / . / Next / .
C	kWh	1	KwH	False	case-variant-neutral	We noted KwH today.	KwH	We / noted / KwH / today / . / Next / .
C	kb	2	KB	False	baseline-neutral	We noted kb today.	kb	We / noted / kb / today / . / Next / .
C	kb	2	KB	False	numeric-or-ordinary	It is 5 kb. long.	five / kilobytes	It / is / five / kilobytes / long / . / Next / .
C	kb	2	KB	False	comma-neighbor	We noted, kb, today.	kb	We / noted / , / kb / , / today / . / Next / .
C	kb	2	KB	False	case-variant-neutral	We noted KB today.	KB	We / noted / KB / today / . / Next / .
C	kcal	2	KCAL	False	baseline-neutral	We noted kcal today.	kilocalorie	We / noted / kilocalorie / today / . / Next / .
C	kcal	2	KCAL	False	numeric-or-ordinary	It is 5 kcal. long.	five / kilocalories	It / is / five / kilocalories / long / . / Next / .
C	kcal	2	KCAL	False	comma-neighbor	We noted, kcal, today.	kilocalorie	We / noted / , / kilocalorie / , / today / . / Next / .
C	kcal	2	KCAL	False	case-variant-neutral	We noted KCAL today.	kilocalorie	We / noted / kilocalorie / today / . / Next / .
C	kg	2	KG	False	baseline-neutral	We noted kg today.	kg	We / noted / kg / today / . / Next / .
C	kg	2	KG	False	numeric-or-ordinary	It is 5 kg. long.	five / kilograms	It / is / five / kilograms / long / . / Next / .
C	kg	2	KG	False	comma-neighbor	We noted, kg, today.	kg	We / noted / , / kg / , / today / . / Next / .
C	kg	2	KG	False	case-variant-neutral	We noted KG today.	KG	We / noted / KG / today / . / Next / .
C	kgf	2	KGF	False	baseline-neutral	We noted kgf today.	kilogram-force	We / noted / kilogram-force / today / . / Next / .
C	kgf	2	KGF	False	numeric-or-ordinary	It is 5 kgf. long.	five / kilogram-forces	It / is / five / kilogram-forces / long / . / Next / .
C	kgf	2	KGF	False	comma-neighbor	We noted, kgf, today.	kilogram-force	We / noted / , / kilogram-force / , / today / . / Next / .
C	kgf	2	KGF	False	case-variant-neutral	We noted KGF today.	kilogram-force	We / noted / kilogram-force / today / . / Next / .
C	kj	2	KJ	False	baseline-neutral	We noted kj today.	kj	We / noted / kj / today / . / Next / .
C	kj	2	KJ	False	numeric-or-ordinary	It is 5 kj. long.	five / kilojoules	It / is / five / kilojoules / long / . / Next / .
C	kj	2	KJ	False	comma-neighbor	We noted, kj, today.	kj	We / noted / , / kj / , / today / . / Next / .
C	kj	2	KJ	False	case-variant-neutral	We noted KJ today.	KJ	We / noted / KJ / today / . / Next / .
C	kl	2	KL	False	baseline-neutral	We noted kl today.	kl	We / noted / kl / today / . / Next / .
C	kl	2	KL	False	numeric-or-ordinary	It is 5 kl. long.	five / kiloliters	It / is / five / kiloliters / long / . / Next / .
C	kl	2	KL	False	comma-neighbor	We noted, kl, today.	kl	We / noted / , / kl / , / today / . / Next / .
C	kl	2	KL	False	case-variant-neutral	We noted KL today.	KL	We / noted / KL / today / . / Next / .
C	km	2	KM	False	baseline-neutral	We noted km today.	km	We / noted / km / today / . / Next / .
C	km	2	KM	False	numeric-or-ordinary	It is 5 km. long.	five / kilometers	It / is / five / kilometers / long / . / Next / .
C	km	2	KM	False	comma-neighbor	We noted, km, today.	km	We / noted / , / km / , / today / . / Next / .
C	km	2	KM	False	case-variant-neutral	We noted KM today.	KM	We / noted / KM / today / . / Next / .
C	kst	2	KST	False	baseline-neutral	We noted kst today.	kst	We / noted / kst / today / . / Next / .
C	kst	2	KST	False	clock-or-zone	The meeting is at 5 kst.	kst	The / meeting / is / at / five / kst / . / Next / .
C	kst	2	KST	False	comma-neighbor	We noted, kst, today.	kst	We / noted / , / kst / , / today / . / Next / .
C	kst	2	KST	False	case-variant-neutral	We noted KST today.	KST	We / noted / KST / today / . / Next / .
C	kt	2	KT	False	baseline-neutral	We noted kt today.	kt	We / noted / kt / today / . / Next / .
C	kt	2	KT	False	numeric-or-ordinary	It is 5 kt. long.	five / karats	It / is / five / karats / long / . / Next / .
C	kt	2	KT	False	comma-neighbor	We noted, kt, today.	kt	We / noted / , / kt / , / today / . / Next / .
C	kt	2	KT	False	case-variant-neutral	We noted KT today.	KT	We / noted / KT / today / . / Next / .
C	lb	2	LB	False	baseline-neutral	We noted lb today.	lb	We / noted / lb / today / . / Next / .
C	lb	2	LB	False	numeric-or-ordinary	It is 5 lb. long.	five / pounds	It / is / five / pounds / long / . / Next / .
C	lb	2	LB	False	comma-neighbor	We noted, lb, today.	lb	We / noted / , / lb / , / today / . / Next / .
C	lb	2	LB	False	case-variant-neutral	We noted LB today.	LB	We / noted / LB / today / . / Next / .
C	lbby	2	LBBY	False	baseline-neutral	We noted lbby today.	lbby	We / noted / lbby / today / . / Next / .
C	lbby	2	LBBY	False	numeric-or-ordinary	It is 5 lbby. long.	five / lbby	It / is / five / lbby / long / . / Next / .
C	lbby	2	LBBY	False	comma-neighbor	We noted, lbby, today.	lbby	We / noted / , / lbby / , / today / . / Next / .
C	lbby	2	LBBY	False	case-variant-neutral	We noted LBBY today.	LBBY	We / noted / LBBY / today / . / Next / .
C	lbf	2	LBF	False	baseline-neutral	We noted lbf today.	pound / force	We / noted / pound / force / today / . / Next / .
C	lbf	2	LBF	False	numeric-or-ordinary	It is 5 lbf. long.	five / pound / forces	It / is / five / pound / forces / long / . / Next / .
C	lbf	2	LBF	False	comma-neighbor	We noted, lbf, today.	pound / force	We / noted / , / pound / force / , / today / . / Next / .
C	lbf	2	LBF	False	case-variant-neutral	We noted LBF today.	pound / force	We / noted / pound / force / today / . / Next / .
C	lbs	2	LBS	False	baseline-neutral	We noted lbs today.	lbs	We / noted / lbs / today / . / Next / .
C	lbs	2	LBS	False	numeric-or-ordinary	It is 5 lbs. long.	five / pounds	It / is / five / pounds / long / . / Next / .
C	lbs	2	LBS	False	comma-neighbor	We noted, lbs, today.	lbs	We / noted / , / lbs / , / today / . / Next / .
C	lbs	2	LBS	False	case-variant-neutral	We noted LBS today.	LBS	We / noted / LBS / today / . / Next / .
C	lit	2	LIT	False	baseline-neutral	We noted lit today.	lit	We / noted / lit / today / . / Next / .
C	lit	2	LIT	False	numeric-or-ordinary	It is 5 lit. long.	five / liters	It / is / five / liters / long / . / Next / .
C	lit	2	LIT	False	comma-neighbor	We noted, lit, today.	lit	We / noted / , / lit / , / today / . / Next / .
C	lit	2	LIT	False	case-variant-neutral	We noted LIT today.	LIT	We / noted / LIT / today / . / Next / .
C	lm	2	LM	False	baseline-neutral	We noted lm today.	lm	We / noted / lm / today / . / Next / .
C	lm	2	LM	False	numeric-or-ordinary	It is 5 lm. long.	five / lumina	It / is / five / lumina / long / . / Next / .
C	lm	2	LM	False	comma-neighbor	We noted, lm, today.	lm	We / noted / , / lm / , / today / . / Next / .
C	lm	2	LM	False	case-variant-neutral	We noted LM today.	LM	We / noted / LM / today / . / Next / .
C	lowr	2	LOWR	False	baseline-neutral	We noted lowr today.	lowr	We / noted / lowr / today / . / Next
C	lowr	2	LOWR	False	address-or-building	42 Main lowr.	Lower	forty / two / Main / Lower / . / Next / .
C	lowr	2	LOWR	False	comma-neighbor	We noted, lowr, today.	lowr	We / noted / , / lowr / , / today / . / Next / .
C	lowr	2	LOWR	False	case-variant-neutral	We noted LOWR today.	LOWR	We / noted / LOWR / today / . / Next / .
C	lx	2	LX	False	baseline-neutral	We noted lx today.	lx	We / noted / lx / today / . / Next / .
C	lx	2	LX	False	numeric-or-ordinary	It is 5 lx. long.	five / luces	It / is / five / luces / long / . / Next / .
C	lx	2	LX	False	comma-neighbor	We noted, lx, today.	lx	We / noted / , / lx / , / today / . / Next / .
C	lx	2	LX	False	case-variant-neutral	We noted LX today.	LX	We / noted / LX / today / . / Next / .
C	mA	1	Ma	False	baseline-neutral	We noted mA today.	megaampere	We / noted / megaampere / today / . / Next / .
C	mA	1	Ma	False	numeric-or-ordinary	It is 5 mA. long.	five / megaamperes	It / is / five / megaamperes / long / . / Next / .
C	mA	1	Ma	False	comma-neighbor	We noted, mA, today.	megaampere	We / noted / , / megaampere / , / today / . / Next / .
C	mA	1	Ma	False	case-variant-neutral	We noted Ma today.	Ma	We / noted / Ma / today / . / Next / .
C	mHz	1	MhZ	False	baseline-neutral	We noted mHz today.	megahertz	We / noted / megahertz / today / . / Next / .
C	mHz	1	MhZ	False	numeric-or-ordinary	It is 5 mHz. long.	five / megahertz	It / is / five / megahertz / long / . / Next / .
C	mHz	1	MhZ	False	comma-neighbor	We noted, mHz, today.	megahertz	We / noted / , / megahertz / , / today / . / Next / .
C	mHz	1	MhZ	False	case-variant-neutral	We noted MhZ today.	megahertz	We / noted / megahertz / today / . / Next / .
C	mN	1	Mn	False	baseline-neutral	We noted mN today.	meganewton	We / noted / meganewton / today / . / Next / .
C	mN	1	Mn	False	numeric-or-ordinary	It is 5 mN. long.	five / meganewtons	It / is / five / meganewtons / long / . / Next / .
C	mN	1	Mn	False	comma-neighbor	We noted, mN, today.	meganewton	We / noted / , / meganewton / , / today / . / Next / .
C	mN	1	Mn	False	case-variant-neutral	We noted Mn today.	Mn	We / noted / Mn / today / . / Next / .
C	mPa	1	MpA	False	baseline-neutral	We noted mPa today.	megapascal	We / noted / megapascal / today / . / Next / .
C	mPa	1	MpA	False	numeric-or-ordinary	It is 5 mPa. long.	five / megapascals	It / is / five / megapascals / long / . / Next / .
C	mPa	1	MpA	False	comma-neighbor	We noted, mPa, today.	megapascal	We / noted / , / megapascal / , / today / . / Next / .
C	mPa	1	MpA	False	case-variant-neutral	We noted MpA today.	MpA	We / noted / MpA / today / . / Next / .
C	mV	1	Mv	False	baseline-neutral	We noted mV today.	megavolt	We / noted / megavolt / today / . / Next / .
C	mV	1	Mv	False	numeric-or-ordinary	It is 5 mV. long.	five / megavolts	It / is / five / megavolts / long / . / Next / .
C	mV	1	Mv	False	comma-neighbor	We noted, mV, today.	megavolt	We / noted / , / megavolt / , / today / . / Next / .
C	mV	1	Mv	False	case-variant-neutral	We noted Mv today.	Mv	We / noted / Mv / today / . / Next / .
C	mW	1	Mw	False	baseline-neutral	We noted mW today.	megawatt	We / noted / megawatt / today / . / Next / .
C	mW	1	Mw	False	numeric-or-ordinary	It is 5 mW. long.	five / megawatts	It / is / five / megawatts / long / . / Next / .
C	mW	1	Mw	False	comma-neighbor	We noted, mW, today.	megawatt	We / noted / , / megawatt / , / today / . / Next / .
C	mW	1	Mw	False	case-variant-neutral	We noted Mw today.	Mw	We / noted / Mw / today / . / Next / .
C	mWh	1	MwH	False	baseline-neutral	We noted mWh today.	megawatt / hour	We / noted / megawatt / hour / today / . / Next / .
C	mWh	1	MwH	False	numeric-or-ordinary	It is 5 mWh. long.	five / megawatt / hours	It / is / five / megawatt / hours / long / . / Next / .
C	mWh	1	MwH	False	comma-neighbor	We noted, mWh, today.	megawatt / hour	We / noted / , / megawatt / hour / , / today / . / Next / .
C	mWh	1	MwH	False	case-variant-neutral	We noted MwH today.	MwH	We / noted / MwH / today / . / Next / .
C	maint	2	MAINT	False	baseline-neutral	We noted maint today.	maintenance	We / noted / maintenance / today / . / Next / .
C	maint	2	MAINT	False	numeric-or-ordinary	It is 5 maint. long.	five / maintenance	It / is / five / maintenance / long / . / Next / .
C	maint	2	MAINT	False	comma-neighbor	We noted, maint, today.	maintenance	We / noted / , / maintenance / , / today / . / Next / .
C	maint	2	MAINT	False	case-variant-neutral	We noted MAINT today.	maintenance	We / noted / maintenance / today / . / Next / .
C	mb	2	MB	True	baseline-neutral	We noted mb today.	mb	We / noted / mb / today / . / Next / .
C	mb	2	MB	True	numeric-or-ordinary	It is 5 mb. long.	five / megabytes	It / is / five / megabytes / long / . / Next / .
C	mb	2	MB	True	comma-neighbor	We noted, mb, today.	mb	We / noted / , / mb / , / today / . / Next / .
C	mb	2	MB	True	case-variant-neutral	We noted MB today.	MB	We / noted / MB / today / . / Next / .
C	mbar	2	MBAR	False	baseline-neutral	We noted mbar today.	millibar	We / noted / millibar / today / . / Next / .
C	mbar	2	MBAR	False	numeric-or-ordinary	It is 5 mbar. long.	five / millibars	It / is / five / millibars / long / . / Next / .
C	mbar	2	MBAR	False	comma-neighbor	We noted, mbar, today.	millibar	We / noted / , / millibar / , / today / . / Next / .
C	mbar	2	MBAR	False	case-variant-neutral	We noted MBAR today.	millibar	We / noted / millibar / today / . / Next / .
C	mg	2	MG	False	baseline-neutral	We noted mg today.	mg	We / noted / mg / today / . / Next / .
C	mg	2	MG	False	numeric-or-ordinary	It is 5 mg. long.	five / milligrams	It / is / five / milligrams / long / . / Next / .
C	mg	2	MG	False	comma-neighbor	We noted, mg, today.	mg	We / noted / , / mg / , / today / . / Next / .
C	mg	2	MG	False	case-variant-neutral	We noted MG today.	MG	We / noted / MG / today / . / Next / .
C	mgmt	2	MGMT	False	baseline-neutral	We noted mgmt today.	management	We / noted / management / today / . / Next / .
C	mgmt	2	MGMT	False	numeric-or-ordinary	It is 5 mgmt. long.	five / management	It / is / five / management / long / . / Next / .
C	mgmt	2	MGMT	False	comma-neighbor	We noted, mgmt, today.	management	We / noted / , / management / , / today / . / Next / .
C	mgmt	2	MGMT	False	case-variant-neutral	We noted MGMT today.	management	We / noted / management / today / . / Next / .
C	mi	2	MI	True	baseline-neutral	We noted mi today.	mi	We / noted / mi / today / . / Next / .
C	mi	2	MI	True	numeric-or-ordinary	It is 5 mi. long.	five / miles	It / is / five / miles / long / . / Next / .
C	mi	2	MI	True	comma-neighbor	We noted, mi, today.	mi	We / noted / , / mi / , / today / . / Next / .
C	mi	2	MI	True	case-variant-neutral	We noted MI today.	MI	We / noted / MI / today / . / Next / .
C	min	2	MIN	False	baseline-neutral	We noted min today.	min	We / noted / min / today / . / Next / .
C	min	2	MIN	False	numeric-or-ordinary	It is 5 min. long.	five / minutes	It / is / five / minutes / long / . / Next / .
C	min	2	MIN	False	comma-neighbor	We noted, min, today.	min	We / noted / , / min / , / today / . / Next / .
C	min	2	MIN	False	case-variant-neutral	We noted MIN today.	MIN	We / noted / MIN / today / . / Next / .
C	mins	2	MINS	False	baseline-neutral	We noted mins today.	mins	We / noted / mins / today / . / Next / .
C	mins	2	MINS	False	numeric-or-ordinary	It is 5 mins. long.	five / minutes	It / is / five / minutes / long / . / Next / .
C	mins	2	MINS	False	comma-neighbor	We noted, mins, today.	mins	We / noted / , / mins / , / today / . / Next / .
C	mins	2	MINS	False	case-variant-neutral	We noted MINS today.	MINS	We / noted / MINS / today / . / Next / .
C	mj	2	MJ	False	baseline-neutral	We noted mj today.	mj	We / noted / mj / today / . / Next / .
C	mj	2	MJ	False	numeric-or-ordinary	It is 5 mj. long.	five / megajoules	It / is / five / megajoules / long / . / Next / .
C	mj	2	MJ	False	comma-neighbor	We noted, mj, today.	mj	We / noted / , / mj / , / today / . / Next / .
C	mj	2	MJ	False	case-variant-neutral	We noted MJ today.	MJ	We / noted / MJ / today / . / Next / .
C	mktg	2	MKTG	False	baseline-neutral	We noted mktg today.	marketing	We / noted / marketing / today / . / Next / .
C	mktg	2	MKTG	False	numeric-or-ordinary	It is 5 mktg. long.	five / marketing	It / is / five / marketing / long / . / Next / .
C	mktg	2	MKTG	False	comma-neighbor	We noted, mktg, today.	marketing	We / noted / , / marketing / , / today / . / Next / .
C	mktg	2	MKTG	False	case-variant-neutral	We noted MKTG today.	marketing	We / noted / marketing / today / . / Next / .
C	ml	2	ML	False	baseline-neutral	We noted ml today.	ml	We / noted / ml / today / . / Next / .
C	ml	2	ML	False	numeric-or-ordinary	It is 5 ml. long.	five / milliliters	It / is / five / milliliters / long / . / Next / .
C	ml	2	ML	False	comma-neighbor	We noted, ml, today.	ml	We / noted / , / ml / , / today / . / Next / .
C	ml	2	ML	False	case-variant-neutral	We noted ML today.	ML	We / noted / ML / today / . / Next / .
C	mm	2	MM	False	baseline-neutral	We noted mm today.	mm	We / noted / mm / today / . / Next / .
C	mm	2	MM	False	numeric-or-ordinary	It is 5 mm. long.	five / millimeters	It / is / five / millimeters / long / . / Next / .
C	mm	2	MM	False	comma-neighbor	We noted, mm, today.	mm	We / noted / , / mm / , / today / . / Next / .
C	mm	2	MM	False	case-variant-neutral	We noted MM today.	MM	We / noted / MM / today / . / Next / .
C	mol	2	MOL	False	baseline-neutral	We noted mol today.	mol	We / noted / mol / today / . / Next / .
C	mol	2	MOL	False	numeric-or-ordinary	It is 5 mol. long.	five / moles	It / is / five / moles / long / . / Next / .
C	mol	2	MOL	False	comma-neighbor	We noted, mol, today.	mol	We / noted / , / mol / , / today / . / Next / .
C	mol	2	MOL	False	case-variant-neutral	We noted MOL today.	MOL	We / noted / MOL / today / . / Next / .
C	ms	2	MS	True	baseline-neutral	We noted ms today.	ms	We / noted / ms / today / . / Next / .
C	ms	2	MS	True	numeric-or-ordinary	It is 5 ms. long.	five / milliseconds	It / is / five / milliseconds / long / . / Next / .
C	ms	2	MS	True	comma-neighbor	We noted, ms, today.	ms	We / noted / , / ms / , / today / . / Next / .
C	ms	2	MS	True	case-variant-neutral	We noted MS today.	MS	We / noted / MS / today / . / Next / .
C	msec	2	MSEC	False	baseline-neutral	We noted msec today.	millisecond	We / noted / millisecond / today / . / Next / .
C	msec	2	MSEC	False	numeric-or-ordinary	It is 5 msec. long.	five / milliseconds	It / is / five / milliseconds / long / . / Next / .
C	msec	2	MSEC	False	comma-neighbor	We noted, msec, today.	millisecond	We / noted / , / millisecond / , / today / . / Next / .
C	msec	2	MSEC	False	case-variant-neutral	We noted MSEC today.	millisecond	We / noted / millisecond / today / . / Next / .
C	msecs	2	MSECS	False	baseline-neutral	We noted msecs today.	milliseconds	We / noted / milliseconds / today / . / Next / .
C	msecs	2	MSECS	False	numeric-or-ordinary	It is 5 msecs. long.	five / milliseconds	It / is / five / milliseconds / long / . / Next / .
C	msecs	2	MSECS	False	comma-neighbor	We noted, msecs, today.	milliseconds	We / noted / , / milliseconds / , / today / . / Next / .
C	msecs	2	MSECS	False	case-variant-neutral	We noted MSECS today.	milliseconds	We / noted / milliseconds / today / . / Next / .
C	msg	2	MSG	False	baseline-neutral	We noted msg today.	msg	We / noted / msg / today / . / Next / .
C	msg	2	MSG	False	numeric-or-ordinary	It is 5 msg. long.	five / msg	It / is / five / msg / long / . / Next / .
C	msg	2	MSG	False	comma-neighbor	We noted, msg, today.	msg	We / noted / , / msg / , / today / . / Next / .
C	msg	2	MSG	False	case-variant-neutral	We noted MSG today.	MSG	We / noted / MSG / today / . / Next / .
C	mu	2	MU	False	baseline-neutral	We noted mu today.	mu	We / noted / mu / today / . / Next / .
C	mu	2	MU	False	numeric-or-ordinary	It is 5 mu. long.	five / microns	It / is / five / microns / long / . / Next / .
C	mu	2	MU	False	comma-neighbor	We noted, mu, today.	mu	We / noted / , / mu / , / today / . / Next / .
C	mu	2	MU	False	case-variant-neutral	We noted MU today.	MU	We / noted / MU / today / . / Next / .
C	nA	1	Na	False	baseline-neutral	We noted nA today.	nanoampere	We / noted / nanoampere / today / . / Next / .
C	nA	1	Na	False	numeric-or-ordinary	It is 5 nA. long.	five / nanoamperes	It / is / five / nanoamperes / long / . / Next / .
C	nA	1	Na	False	comma-neighbor	We noted, nA, today.	nanoampere	We / noted / , / nanoampere / , / today / . / Next / .
C	nA	1	Na	False	case-variant-neutral	We noted Na today.	Na	We / noted / Na / today / . / Next / .
C	nV	1	Nv	False	baseline-neutral	We noted nV today.	nanovolt	We / noted / nanovolt / today / . / Next / .
C	nV	1	Nv	False	numeric-or-ordinary	It is 5 nV. long.	five / nanovolts	It / is / five / nanovolts / long / . / Next / .
C	nV	1	Nv	False	comma-neighbor	We noted, nV, today.	nanovolt	We / noted / , / nanovolt / , / today / . / Next / .
C	nV	1	Nv	False	case-variant-neutral	We noted Nv today.	Nv	We / noted / Nv / today / . / Next / .
